"자치구 기준일","종로구 전체","종로구 추가","중구 전체","중구 추가","용산구 전체","용산구 추가","성동구 전체","성동구 추가","광진구 전체","광진구 추가","동대문구 전체","동대문구 추가","중랑구 전체","중랑구 추가","성북구 전체","성북구 추가","강북구 전체","강북구 추가","도봉구 전체","도봉구 추가","노원구 전체","노원구 추가","은평구 전체","은평구 추가","서대문구 전체","서대문구 추가","마포구 전체","마포구 추가","양천구 전체","양천구 추가","강서구 전체","강서구 추가","구로구 전체","구로구 추가","금천구 전체","금천구 추가","영등포구 전체","영등포구 추가","동작구 전체","동작구 추가","관악구 전체","관악구 추가","서초구 전체","서추구 추가","강남구 전체","강남구 추가","송파구 전체","송파구 추가","강동구 전체","강동구 추가","기타 전체","기타 추가"
"2020.08.03.00","29","0","20","0","55","1","57","0","22","0","45","1","44","0","43","1","28","0","64","0","50","0","64","0","41","0","53","0","72","0","106","1","91","0","39","0","70","0","70","0","144","0","64","0","98","0","99","0","49","0","95","1"
"2020.08.02.00","29","1","20","0","54","0","57","0","22","0","44","0","44","0","42","0","28","0","64","0","50","0","64","0","41","0","53","0","72","1","105","2","91","0","39","0","70","0","70","0","144","0","64","0","98","0","99","0","49","0","94","0"
"2020.08.01.00","28","0","20","0","54","0","57","0","22","0","44","0","44","0","42","0","28","0","64","0","50","0","64","0","41","0","53","1","71","0","103","0","91","0","39","0","70","0","70","0","144","0","64","1","98","0","99","0","49","0","94","0"
"2020.07.31.00","28","0","20","0","54","0","57","0","22","0","44","0","44","0","42","0","28","0","64","0","50","0","64","1","41","0","52","0","71","0","103","1","91","0","39","0","70","0","70","0","144","2","63","2","98","1","99","1","49","1","94","0"
"2020.07.30.00","28","0","20","0","54","0","57","0","22","0","44","0","44","0","42","1","28","0","64","0","50","0","63","0","41","0","52","0","71","0","102","0","91","1","39","0","70","0","70","0","142","1","61","0","97","0","98","0","48","0","94","0"
"2020.07.29.00","28","0","20","1","54","0","57","0","22","0","44","0","44","0","41","1","28","2","64","0","50","0","63","0","41","0","52","1","71","0","102","0","90","0","39","0","70","1","70","0","141","1","61","0","97","0","98","1","48","0","94","0"
"2020.07.28.00","28","0","19","0","54","0","57","0","22","0","44","0","44","0","40","0","26","1","64","0","50","0","63","0","41","0","51","1","71","0","102","0","90","0","39","0","69","0","70","0","140","1","61","0","97","0","97","1","48","0","94","3"
"2020.07.27.00","28","1","19","1","54","1","57","0","22","0","44","0","44","0","40","0","25","0","64","0","50","0","63","0","41","0","50","1","71","0","102","1","90","0","39","0","69","0","70","0","139","1","61","0","97","1","96","1","48","1","91","0"
"2020.07.26.00","27","0","18","0","53","0","57","0","22","0","44","1","44","0","40","0","25","0","64","0","50","0","63","0","41","0","49","1","71","1","101","0","90","0","39","0","69","0","70","0","138","0","61","1","96","0","95","2","47","0","91","1"
"2020.07.25.00","27","0","18","0","53","0","57","0","22","0","43","0","44","0","40","0","25","0","64","0","50","0","63","2","41","0","48","0","70","0","101","4","90","0","39","1","69","0","70","1","138","0","60","0","96","0","93","3","47","0","90","0"
"2020.07.24.00","27","0","18","0","53","0","57","1","22","0","43","0","44","0","40","0","25","0","64","1","50","0","61","0","41","0","48","0","70","0","97","2","90","1","38","0","69","1","69","1","138","1","60","0","96","0","90","11","47","0","90","1"
"2020.07.23.00","27","0","18","0","53","0","56","0","22","0","43","1","44","0","40","0","25","0","63","0","50","0","61","0","41","0","48","0","70","0","95","0","89","0","38","0","68","0","68","2","137","0","60","0","96","3","79","5","47","0","89","1"
"2020.07.22.00","27","1","18","1","53","0","56","1","22","1","42","1","44","0","40","0","25","0","63","0","50","0","61","3","41","0","48","0","70","0","95","3","89","0","38","0","68","0","66","1","137","0","60","0","93","0","74","5","47","0","88","0"
"2020.07.21.00","26","1","17","1","53","0","55","2","21","1","41","0","44","0","40","1","25","0","63","0","50","0","58","1","41","1","48","0","70","0","92","10","89","0","38","1","68","0","65","0","137","0","60","0","93","0","69","1","47","1","88","0"
"2020.07.20.00","25","0","16","0","53","0","53","0","20","0","41","0","44","0","39","1","25","0","63","0","50","0","57","0","40","1","48","0","70","0","82","1","89","0","37","0","68","0","65","0","137","0","60","0","93","0","68","0","46","0","88","0"
"2020.07.19.00","25","0","16","0","53","0","53","1","20","0","41","0","44","0","38","0","25","0","63","0","50","0","57","1","39","0","48","0","70","0","81","0","89","0","37","2","68","0","65","0","137","2","60","0","93","1","68","3","46","0","88","0"
"2020.07.18.00","25","0","16","0","53","0","52","1","20","0","41","0","44","0","38","0","25","0","63","0","50","0","56","1","39","0","48","1","70","0","81","0","89","0","35","0","68","0","65","0","135","0","60","0","92","1","65","2","46","0","88","0"
"2020.07.17.00","25","0","16","1","53","1","51","0","20","1","41","0","44","0","38","0","25","0","63","1","50","0","55","0","39","1","47","0","70","0","81","0","89","0","35","0","68","0","65","0","135","1","60","0","91","0","63","3","46","0","88","0"
"2020.07.16.00","25","0","15","1","52","0","51","0","19","0","41","0","44","0","38","0","25","1","62","0","50","0","55","0","38","0","47","0","70","0","81","0","89","1","35","0","68","0","65","0","134","1","60","0","91","0","60","2","46","1","88","0"
"2020.07.15.00","25","1","14","0","52","0","51","0","19","0","41","0","44","0","38","0","24","0","62","0","50","0","55","0","38","0","47","0","70","0","81","0","88","0","35","1","68","0","65","2","133","0","60","0","91","0","58","1","45","1","88","0"
"2020.07.14.00","24","1","14","0","52","0","51","0","19","0","41","0","44","0","38","0","24","0","62","0","50","0","55","1","38","0","47","0","70","0","81","0","88","0","34","1","68","0","63","1","133","0","60","0","91","2","57","1","44","0","88","0"
"2020.07.13.00","23","0","14","0","52","0","51","0","19","0","41","1","44","0","38","1","24","0","62","0","50","1","54","0","38","0","47","2","70","0","81","0","88","0","33","0","68","0","62","1","133","2","60","1","89","0","56","0","44","3","88","1"
"2020.07.12.00","23","0","14","0","52","0","51","1","19","0","40","0","44","1","37","0","24","0","62","0","49","0","54","0","38","0","45","0","70","0","81","0","88","0","33","0","68","1","61","1","131","0","59","0","89","1","56","0","41","2","87","0"
"2020.07.11.00","23","0","14","0","52","1","50","0","19","0","40","1","43","0","37","1","24","0","62","0","49","0","54","0","38","0","45","0","70","0","81","1","88","0","33","0","67","1","60","0","131","0","59","0","88","1","56","0","39","0","87","2"
"2020.07.10.00","23","0","14","0","51","0","50","0","19","0","39","0","43","0","36","2","24","0","62","0","49","0","54","0","38","0","45","0","70","0","80","1","88","0","33","0","66","0","60","1","131","0","59","0","87","2","56","0","39","1","85","1"
"2020.07.09.00","23","0","14","1","51","0","50","0","19","1","39","0","43","1","34","0","24","0","62","0","49","1","54","0","38","1","45","0","70","0","79","0","88","1","33","0","66","0","59","1","131","0","59","0","85","0","56","0","38","0","84","0"
"2020.07.08.00","23","0","13","0","51","0","50","0","18","1","39","0","42","1","34","0","24","0","62","0","48","2","54","0","37","1","45","4","70","0","79","0","87","0","33","0","66","0","58","1","131","1","59","0","85","0","56","0","38","0","84","0"
"2020.07.07.00","23","0","13","0","51","0","50","0","17","0","39","0","41","1","34","0","24","0","62","0","46","0","54","0","36","0","41","0","70","0","79","1","87","0","33","0","66","0","57","0","130","0","59","0","85","0","56","0","38","0","84","1"
"2020.07.06.00","23","0","13","0","51","0","50","0","17","0","39","0","40","0","34","0","24","0","62","0","46","0","54","0","36","1","41","0","70","0","78","0","87","0","33","0","66","1","57","0","130","1","59","0","85","0","56","0","38","0","83","0"
"2020.07.05.00","23","0","13","1","51","0","50","0","17","0","39","0","40","5","34","0","24","0","62","0","46","1","54","0","35","0","41","1","70","0","78","0","87","0","33","0","65","1","57","2","129","2","59","1","85","1","56","1","38","0","83","0"
"2020.07.04.00","23","1","12","0","51","1","50","0","17","0","39","0","35","1","34","0","24","0","62","0","45","0","54","0","35","0","40","0","70","0","78","0","87","1","33","0","64","1","55","0","127","2","58","0","84","0","55","0","38","0","83","0"
"2020.07.03.00","22","0","12","0","50","0","50","1","17","0","39","0","34","0","34","1","24","0","62","0","45","1","54","0","35","0","40","1","70","0","78","0","86","0","33","1","63","0","55","1","125","1","58","1","84","1","55","0","38","1","83","1"
"2020.07.02.00","22","0","12","0","50","0","49","0","17","0","39","1","34","1","33","0","24","0","62","0","44","0","54","1","35","0","39","0","70","0","78","0","86","0","32","0","63","0","54","1","124","7","57","0","83","0","55","0","37","2","82","0"
"2020.07.01.00","22","0","12","0","50","0","49","0","17","0","38","0","33","0","33","0","24","0","62","0","44","0","53","0","35","0","39","1","70","0","78","0","86","0","32","1","63","2","53","0","117","4","57","1","83","0","55","0","35","0","82","0"
"2020.06.30.00","22","0","12","0","50","0","49","0","17","0","38","0","33","0","33","0","24","0","62","0","44","1","53","1","35","0","38","3","70","0","78","0","86","0","31","1","61","0","53","0","113","0","56","0","83","0","55","0","35","0","82","2"
"2020.06.29.00","22","0","12","0","50","1","49","0","17","0","38","0","33","0","33","0","24","0","62","0","43","1","52","0","35","0","35","0","70","0","78","0","86","1","30","0","61","0","53","0","113","1","56","1","83","0","55","1","35","0","80","1"
"2020.06.28.00","22","0","12","0","49","1","49","0","17","0","38","1","33","0","33","0","24","0","62","0","42","0","52","0","35","0","35","1","70","1","78","0","85","1","30","0","61","2","53","0","112","5","55","0","83","1","54","1","35","0","79","0"
"2020.06.27.00","22","0","12","1","48","0","49","0","17","1","37","1","33","1","33","0","24","0","62","0","42","1","52","1","35","0","34","0","69","0","78","0","84","1","30","0","59","0","53","2","107","7","55","1","82","0","53","0","35","0","79","0"
"2020.06.26.00","22","0","11","0","48","0","49","0","16","0","36","0","32","1","33","0","24","0","62","0","41","1","51","0","35","0","34","0","69","0","78","1","83","1","30","0","59","0","51","1","100","11","54","0","82","0","53","0","35","0","79","1"
"2020.06.25.00","22","1","11","0","48","0","49","0","16","0","36","0","31","0","33","0","24","0","62","1","40","1","51","0","35","0","34","0","69","0","77","0","82","1","30","1","59","0","50","0","89","2","54","0","82","1","53","0","35","0","78","0"
"2020.06.24.00","21","0","11","0","48","0","49","0","16","0","36","0","31","1","33","0","24","0","61","3","39","0","51","0","35","0","34","0","69","0","77","0","81","1","29","0","59","1","50","0","87","4","54","0","81","0","53","0","35","0","78","1"
"2020.06.23.00","21","0","11","0","48","0","49","0","16","0","36","0","30","0","33","0","24","0","58","0","39","0","51","0","35","0","34","0","69","0","77","1","80","0","29","0","58","0","50","0","83","0","54","0","81","1","53","0","35","2","77","0"
"2020.06.22.00","21","0","11","0","48","0","49","0","16","0","36","0","30","0","33","1","24","0","58","1","39","0","51","0","35","0","34","0","69","0","76","1","80","4","29","0","58","0","50","0","83","0","54","0","80","0","53","1","33","0","77","0"
"2020.06.21.00","21","0","11","0","48","0","49","2","16","0","36","0","30","0","32","0","24","0","57","2","39","2","51","0","35","0","34","0","69","0","75","1","76","0","29","0","58","3","50","1","83","1","54","1","80","0","52","0","33","0","77","1"
"2020.06.20.00","21","0","11","0","48","0","47","0","16","0","36","1","30","1","32","0","24","0","55","2","37","0","51","1","35","1","34","1","69","2","74","1","76","0","29","0","55","2","49","1","82","0","53","1","80","0","52","0","33","0","76","3"
"2020.06.19.00","21","0","11","1","48","0","47","0","16","1","35","0","29","1","32","1","24","1","53","2","37","0","50","1","34","1","33","1","67","2","73","2","76","0","29","0","53","1","48","0","82","1","52","1","80","0","52","0","33","0","73","1"
"2020.06.18.00","21","0","10","0","48","0","47","0","15","0","35","0","28","0","31","0","23","0","51","11","37","0","49","2","33","0","32","0","65","0","71","2","76","1","29","0","52","3","48","0","81","2","51","1","80","1","52","0","33","0","72","1"
"2020.06.17.00","21","0","10","0","48","0","47","0","15","0","35","0","28","1","31","0","23","0","40","2","37","0","47","1","33","0","32","1","65","0","69","0","75","0","29","0","49","0","48","2","79","2","50","1","79","1","52","1","33","0","71","0"
"2020.06.16.00","21","0","10","0","48","2","47","0","15","0","35","0","27","0","31","0","23","0","38","1","37","0","46","3","33","1","31","0","65","0","69","0","75","4","29","0","49","0","46","1","77","0","49","0","78","0","51","0","33","0","71","0"
"2020.06.15.00","21","0","10","0","46","1","47","0","15","0","35","0","27","0","31","0","23","0","37","1","37","0","43","1","32","1","31","0","65","0","69","0","71","1","29","1","49","0","45","0","77","0","49","1","78","0","51","0","33","0","71","1"
"2020.06.14.00","21","1","10","0","45","0","47","0","15","0","35","0","27","1","31","0","23","1","36","0","37","0","42","1","31","0","31","0","65","0","69","2","70","0","28","1","49","2","45","0","77","2","48","1","78","0","51","0","33","0","70","0"
"2020.06.13.00","20","1","10","0","45","1","47","0","15","0","35","0","26","3","31","1","22","2","36","12","37","1","41","0","31","0","31","0","65","2","67","2","70","1","27","1","47","1","45","0","75","1","47","0","78","0","51","0","33","1","70","0"
